1028;Урай;Ханты-Мансийский авт. окр.;Уральский;39435;1922
1029;Ханты-Мансийск;Ханты-Мансийский авт. окр.;Уральский;79410;1582
1030;Югорск;Ханты-Мансийский авт. окр.;Уральский;34066;1962
1031;Аша;Челябинская область;Уральский;31916;1898
1032;Бакал;Челябинская область;Уральский;20953;1757
1033;Верхнеуральск;Челябинская область;Уральский;9459;1734
1034;Верхний Уфалей;Челябинская область;Уральский;30504;1761
1035;Еманжелинск;Челябинская область;Уральский;30218;1931
1036;Златоуст;Челябинская область;Уральский;174985;1754
1037;Карабаш;Челябинская область;Уральский;13151;1822
1038;Карталы;Челябинская область;Уральский;29136;1810
1039;Касли;Челябинская область;Уральский;16998;1747
1040;Катав-Ивановск;Челябинская область;Уральский;17640;1755
1041;Копейск;Челябинская область;Уральский;137604;1907
1042;Коркино;Челябинская область;Уральский;38950;1795
1043;Куса;Челябинская область;Уральский;18792;1778
1044;Кыштым;Челябинская область;Уральский;38950;1757
1045;Магнитогорск;Челябинская область;Уральский;408401;1929
1046;Миасс;Челябинская область;Уральский;151812;1773
1047;Миньяр;Челябинская область;Уральский;10195;1771
1048;Нязепетровск;Челябинская область;Уральский;12452;1747
1049;Озёрск;Челябинская область;Уральский;82268;1945
1050;Пласт;Челябинская область;Уральский;17344;1940
1051;Сатка;Челябинская область;Уральский;45465;1758
1052;Сим;Челябинская область;Уральский;14465;1759
1053;Снежинск;Челябинская область;Уральский;48896;1957
1054;Трёхгорный;Челябинская область;Уральский;33678;1952
1055;Троицк;Челябинская область;Уральский;78637;1743
1056;Усть-Катав;Челябинская область;Уральский;23586;1758
1057;Чебаркуль;Челябинская область;Уральский;43405;1736
1058;Челябинск;Челябинская область;Уральский;1130273;1736
1059;Южноуральск;Челябинская область;Уральский;37890;1948
1060;Юрюзань;Челябинская область;Уральский;12568;1758
1061;Аргун;Чечня;Северо-Кавказский;29528;18 век
1062;Грозный;Чечня;Северо-Кавказский;271596;1818
1063;Гудермес;Чечня;Северо-Кавказский;45643;19 век
1064;Урус-Мартан;Чечня;Северо-Кавказский;49071;18 век
1065;Шали;Чечня;Северо-Кавказский;47715;
1066;Алатырь;Чувашия;Приволжский;38202;1552
1067;Канаш;Чувашия;Приволжский;45608;1892
1068;Козловка;Чувашия;Приволжский;10355;1671
1069;Мариинский Посад;Чувашия;Приволжский;10186;1620
1070;Новочебоксарск;Чувашия;Приволжский;124094;1960
1071;Цивильск;Чувашия;Приволжский;13478;1589
1072;Чебоксары;Чувашия;Приволжский;447929;1781
1073;Шумерля;Чувашия;Приволжский;33412;1916
1074;Ядрин;Чувашия;Приволжский;9614;1590
1075;Анадырь;Чукотский авт. окр.;Дальневосточный;13053;1889
1076;Билибино;Чукотский авт. окр.;Дальневосточный;5504;1955
1077;Певек;Чукотский авт. окр.;Дальневосточный;4161;1933
1078;Алдан;Якутия;Дальневосточный;21277;1924
1079;Верхоянск;Якутия;Дальневосточный;1311;1638
1080;Вилюйск;Якутия;Дальневосточный;10233;1634
1081;Ленск;Якутия;Дальневосточный;24955;1663
1082;Мирный;Якутия;Дальневосточный;37179;1955
1083;Нерюнгри;Якутия;Дальневосточный;61746;1975
1084;Нюрба;Якутия;Дальневосточный;10156;1824
1085;Олёкминск;Якутия;Дальневосточный;9487;1635
1086;Покровск;Якутия;Дальневосточный;9495;1682
1087;Среднеколымск;Якутия;Дальневосточный;3525;1643
1088;Томмот;Якутия;Дальневосточный;8054;1923
1089;Удачный;Якутия;Дальневосточный;12611;1967
1090;Якутск;Якутия;Дальневосточный;269486;1632
1091;Губкинский;Ямало-Ненецкий авт. окр.;Уральский;23340;1986
1092;Лабытнанги;Ямало-Ненецкий авт. окр.;Уральский;26948;1890
1093;Муравленко;Ямало-Ненецкий авт. окр.;Уральский;33401;1984
1094;Надым;Ямало-Ненецкий авт. окр.;Уральский;46550;1597
1095;Новый Уренгой;Ямало-Ненецкий авт. окр.;Уральский;104144;1975
1096;Ноябрьск;Ямало-Ненецкий авт. окр.;Уральский;110572;1976
1097;Салехард;Ямало-Ненецкий авт. окр.;Уральский;42494;1595
1098;Тарко-Сале;Ямало-Ненецкий авт. окр.;Уральский;20372;1932
1099;Гаврилов-Ям;Ярославская область;Центральный;17792;1545
1100;Данилов;Ярославская область;Центральный;15861;15 век
1101;Любим;Ярославская область;Центральный;5553;1538
1102;Мышкин;Ярославская область;Центральный;5932;15 век
1103;Переславль-Залесский;Ярославская область;Центральный;41923;1152
1104;Пошехонье;Ярославская область;Центральный;6085;17 век
1105;Ростов;Ярославская область;Центральный;31791;912
1106;Рыбинск;Ярославская область;Центральный;200771;1071
1107;Тутаев;Ярославская область;Центральный;41001;13 век
1108;Углич;Ярославская область;Центральный;34505;1148
1109;Ярославль;Ярославская область;Центральный;591486;1010
